Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR
2011-02-28,105.6500015258789,44.02999877929688,49.93999862670898,26.825000762939453,64.55999755859375,60.36000061035156,60.58000183105469
2011-03-01,105.27999877929688,43.34999847412109,48.81999969482422,26.684999465942383,63.59000015258789,60.0099983215332,58.95000076293945
2011-03-02,105.11000061035156,43.709999084472656,48.86000061035156,26.76000022888184,63.880001068115234,60.02000045776367,58.47999954223633
2011-03-03,104.73999786376952,44.22999954223633,49.709999084472656,27.21999931335449,64.8499984741211,60.61000061035156,59.31999969482422
2011-03-04,105.0199966430664,44.130001068115234,49.040000915527344,27.15999984741211,64.37999725341797,60.09999847412109,58.810001373291016
2011-03-07,105.06999969482422,43.720001220703125,48.560001373291016,26.875,63.5,59.88999938964844,58.43000030517578
2011-03-08,104.98999786376952,43.47999954223633,49.18000030517578,26.98500061035156,63.70000076293945,60.58000183105469,59.15999984741211
2011-03-09,105.23999786376952,43.06999969482422,49.130001068115234,27.024999618530277,63.27999877929688,60.900001525878906,59.18999862670898
2011-03-10,105.61000061035156,41.63999938964844,48.02000045776367,26.63999938964844,61.90999984741211,59.900001525878906,58.27000045776367
2011-03-11,105.62999725341795,42.09999847412109,48.2599983215332,26.70499992370605,62.18000030517578,60.02000045776367,58.93000030517578
2011-03-14,105.69000244140624,42.16999816894531,47.900001525878906,26.56999969482422,61.560001373291016,59.310001373291016,58.52999877929688
2011-03-15,105.7300033569336,41.68999862670898,46.93000030517578,26.21999931335449,60.52000045776367,58.15999984741211,58.060001373291016
2011-03-16,106.02999877929688,40.7599983215332,45.709999084472656,25.57999992370605,58.79999923706055,56.95000076293945,57.29999923706055
2011-03-17,105.95999908447266,42.130001068115234,46.59000015258789,26.024999618530277,59.630001068115234,58.27999877929688,57.77999877929688
2011-03-18,105.91999816894533,42.20000076293945,47.06999969482422,26.165000915527344,59.970001220703125,58.54999923706055,58.290000915527344
2011-03-21,105.66999816894533,43.43999862670898,48.02999877929688,26.43000030517578,61.18999862670898,59.810001373291016,58.93000030517578
2011-03-22,105.68000030517578,43.369998931884766,47.86000061035156,26.434999465942383,61.02000045776367,59.790000915527344,58.400001525878906
2011-03-23,105.62999725341795,43.380001068115234,47.86000061035156,26.46500015258789,61.310001373291016,59.95000076293945,57.959999084472656
2011-03-24,105.33999633789062,43.66999816894531,48.209999084472656,26.725000381469727,62.290000915527344,60.09999847412109,58.22999954223633
2011-03-25,105.25,43.869998931884766,47.93000030517578,26.725000381469727,62.09999847412109,60.11000061035156,58.02000045776367
2011-03-28,105.1999969482422,43.7599983215332,48.150001525878906,26.73500061035156,61.93000030517578,60.18999862670898,58.02000045776367
2011-03-29,105.06999969482422,44.04999923706055,48.02000045776367,26.82999992370605,62.29999923706055,61.13999938964844,58.27999877929688
2011-03-30,105.25,44.459999084472656,48.31999969482422,27.065000534057617,62.560001373291016,61.86000061035156,58.959999084472656
2011-03-31,105.12999725341795,44.41999816894531,48.25,27.049999237060547,62.58000183105469,61.75,59.400001525878906
2011-04-01,104.95999908447266,44.83000183105469,48.68000030517578,27.20499992370605,62.52999877929688,62.119998931884766,59.540000915527344
2011-04-04,105.12999725341795,44.93000030517578,48.56999969482422,27.36000061035156,62.209999084472656,62.220001220703125,59.4900016784668
2011-04-05,104.91000366210938,44.970001220703125,48.47999954223633,27.28499984741211,62.119998931884766,62.0099983215332,59.59000015258789
2011-04-06,104.5999984741211,44.7599983215332,49.22999954223633,27.43000030517578,62.56999969482422,62.45000076293945,59.5099983215332
2011-04-07,104.76000213623048,44.720001220703125,49.209999084472656,27.405000686645508,62.31999969482422,62.40999984741211,58.88999938964844
2011-04-08,104.55999755859376,44.93000030517578,49.29999923706055,27.440000534057617,62.08000183105469,62.5099983215332,58.45000076293945
2011-04-11,104.66000366210938,44.34999847412109,49.119998931884766,27.61000061035156,61.84999847412109,62.52999877929688,58.38999938964844
2011-04-12,105.05999755859376,43.09000015258789,48.810001373291016,27.625,61.31999969482422,62.130001068115234,58.27000045776367
2011-04-13,105.16999816894533,43.08000183105469,48.83000183105469,27.614999771118164,61.7400016784668,62.27000045776367,58.20000076293945
2011-04-14,105.06999969482422,43.27999877929688,48.5,27.790000915527344,61.88999938964844,62.47999954223633,58.9900016784668
2011-04-15,105.4499969482422,43.45000076293945,48.290000915527344,27.95499992370605,61.41999816894531,62.66999816894531,59.63999938964844
2011-04-18,105.62999725341795,42.68000030517578,47.34999847412109,27.63500022888184,60.810001373291016,61.68000030517578,59.04999923706055
2011-04-19,105.83999633789062,43.060001373291016,47.619998931884766,27.834999084472656,61.08000183105469,61.63999938964844,59.5099983215332
