Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR,JXI,KXI,MXI,RXI
2007-03-07,100.5999984741211,35.0099983215332,87.5,28.575000762939453,55.9900016784668,62.18000030517578,84.36000061035156,57.83000183105469,26.790000915527344,58.81999969482422,57.84000015258789
2007-03-08,100.51000213623048,35.09000015258789,88.29000091552734,28.700000762939453,56.36000061035156,62.869998931884766,85.70999908447266,58.22999954223633,26.875,59.369998931884766,58.06999969482422
2007-03-09,100.2300033569336,35.16999816894531,88.68000030517578,28.71500015258789,56.15999984741211,63.25,86.76000213623047,58.040000915527344,26.979999542236328,59.54999923706055,58.310001373291016
2007-03-12,100.54000091552734,34.959999084472656,88.7699966430664,28.75,56.7599983215332,63.77000045776367,87.19999694824219,58.540000915527344,27.1200008392334,60.63999938964844,58.310001373291016
2007-03-13,100.8000030517578,34.58333206176758,86.29000091552734,28.32999992370605,55.70000076293945,62.75,84.9000015258789,57.56999969482422,26.71500015258789,58.61000061035156,57.43999862670898
2007-03-14,100.68000030517578,34.74333190917969,85.87999725341797,28.3799991607666,56.02999877929688,62.41999816894531,85.30000305175781,57.880001068115234,26.815000534057617,58.93000030517578,57.2400016784668
2007-03-15,100.56999969482422,34.63999938964844,86.55999755859375,28.44499969482422,56.31999969482422,62.68999862670898,85.94000244140625,58.400001525878906,27.114999771118164,60.16999816894531,57.560001373291016
2007-03-16,100.58000183105467,34.529998779296875,86.48999786376953,28.364999771118164,56.52999877929688,63.43999862670898,85.45999908447266,58.5,27.239999771118164,59.9900016784668,57.54999923706055
2007-03-19,100.51000213623048,35.08000183105469,87.66000366210938,28.68000030517578,56.91999816894531,64.37000274658203,86.31999969482422,59.060001373291016,27.38999938964844,61.0,57.54999923706055
2007-03-20,100.61000061035156,35.276668548583984,88.44999694824219,28.864999771118164,57.09000015258789,64.80999755859375,86.5999984741211,59.7400016784668,27.614999771118164,61.22999954223633,58.70000076293945
